version,1.3.0
info,team,England
info,team,Pakistan
info,gender,male
info,season,2006
info,date,2006/09/05
info,series,NatWest Series
info,match_number,3
info,venue,The Rose Bowl
info,city,Southampton
info,toss_winner,Pakistan
info,toss_decision,field
info,player_of_match,Younis Khan
info,umpire,BR Doctrove
info,umpire,NJ Llong
info,reserve_umpire,IJ Gould
info,tv_umpire,PJ Hartley
info,match_referee,MJ Procter
info,winner,Pakistan
info,winner_wickets,2
ball,1,0.1,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,0,bowled,ME Trescothick
ball,1,0.2,England,IR Bell,AJ Strauss,Shoaib Akhtar,1,0,"",""
ball,1,0.3,England,AJ Strauss,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,0.4,England,AJ Strauss,IR Bell,Shoaib Akhtar,4,0,"",""
ball,1,0.5,England,AJ Strauss,IR Bell,Shoaib Akhtar,1,0,"",""
ball,1,0.6,England,IR Bell,AJ Strauss,Shoaib Akhtar,0,0,"",""
ball,1,1.1,England,AJ Strauss,IR Bell,Mohammad Asif,0,0,"",""
ball,1,1.2,England,AJ Strauss,IR Bell,Mohammad Asif,0,1,"",""
ball,1,1.3,England,AJ Strauss,IR Bell,Mohammad Asif,1,0,"",""
ball,1,1.4,England,IR Bell,AJ Strauss,Mohammad Asif,0,0,"",""
ball,1,1.5,England,IR Bell,AJ Strauss,Mohammad Asif,0,0,"",""
ball,1,1.6,England,IR Bell,AJ Strauss,Mohammad Asif,0,0,"",""
ball,1,1.7,England,IR Bell,AJ Strauss,Mohammad Asif,0,0,"",""
ball,1,2.1,England,AJ Strauss,IR Bell,Shoaib Akhtar,3,0,"",""
ball,1,2.2,England,IR Bell,AJ Strauss,Shoaib Akhtar,0,0,"",""
ball,1,2.3,England,IR Bell,AJ Strauss,Shoaib Akhtar,0,0,"",""
ball,1,2.4,England,IR Bell,AJ Strauss,Shoaib Akhtar,0,0,"",""
ball,1,2.5,England,IR Bell,AJ Strauss,Shoaib Akhtar,4,0,"",""
ball,1,2.6,England,IR Bell,AJ Strauss,Shoaib Akhtar,0,0,"",""
