version,1.3.0
info,team,Afghanistan
info,team,Ireland
info,gender,male
info,season,2016/17
info,date,2017/03/17
info,series,Afghanistan v Ireland ODI Series
info,match_number,2
info,venue,Greater Noida Sports Complex Ground
info,city,Greater Noida
info,neutralvenue,true
info,toss_winner,Afghanistan
info,toss_decision,bat
info,player_of_match,PR Stirling
info,umpire,Ahmed Shah Durrani
info,umpire,AK Chaudhary
info,reserve_umpire,Bismillah Shinwari
info,tv_umpire,Nitin Menon
info,match_referee,GF Labrooy
info,winner,Afghanistan
info,winner_runs,34
ball,1,0.1,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,0.2,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,0.3,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,1,0,"",""
ball,1,0.4,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,1,0,"",""
ball,1,0.5,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,0.6,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,1,0,"",""
ball,1,1.1,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,4,0,"",""
ball,1,1.2,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,4,0,"",""
ball,1,1.3,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,1,0,"",""
ball,1,1.4,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,1.5,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,1.6,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,4,0,"",""
ball,1,2.1,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,1,0,"",""
ball,1,2.2,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,0,0,"",""
ball,1,2.3,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,3,0,"",""
ball,1,2.4,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,4,0,"",""
ball,1,2.5,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,2.6,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,4,1,"",""
ball,1,2.7,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,4,0,"",""
ball,1,3.1,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,3.2,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,3.3,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,3.4,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,3.5,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,3.6,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,4.1,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,1,0,"",""
ball,1,4.2,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,0,0,"",""
ball,1,4.3,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,0,0,"",""
ball,1,4.4,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,1,0,"",""
ball,1,4.5,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,4.6,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,5.1,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,1,0,"",""
ball,1,5.2,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,4,0,"",""
ball,1,5.3,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,0,0,"",""
ball,1,5.4,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,0,0,"",""
ball,1,5.5,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,TJ Murtagh,1,0,"",""
ball,1,5.6,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,TJ Murtagh,0,0,"",""
ball,1,6.1,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,4,0,"",""
ball,1,6.2,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,0,0,"",""
ball,1,6.3,Afghanistan,Mohammad Shahzad,Noor Ali Zadran,PKD Chase,1,0,"",""
ball,1,6.4,Afghanistan,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,0,0,"",""
