version,1.3.0
info,team,England
info,team,South Africa
info,gender,male
info,season,2012
info,date,2012/08/24
info,series,NatWest Series
info,match_number,1
info,venue,Sophia Gardens
info,city,Cardiff
info,toss_winner,South Africa
info,toss_decision,field
info,umpire,HDPK Dharmasena
info,umpire,RA Kettleborough
info,reserve_umpire,MA Gough
info,tv_umpire,SJA Taufel
info,match_referee,AJ Pycroft
info,outcome,no result
ball,1,0.1,England,AN Cook,IR Bell,M Morkel,0,1,"",""
ball,1,0.2,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,0.3,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,0.4,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,0.5,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,0.6,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,0.7,England,AN Cook,IR Bell,M Morkel,0,0,"",""
ball,1,1.1,England,IR Bell,AN Cook,LL Tsotsobe,0,0,"",""
ball,1,1.2,England,IR Bell,AN Cook,LL Tsotsobe,0,0,"",""
ball,1,1.3,England,IR Bell,AN Cook,LL Tsotsobe,0,0,"",""
ball,1,1.4,England,IR Bell,AN Cook,LL Tsotsobe,1,0,"",""
ball,1,1.5,England,AN Cook,IR Bell,LL Tsotsobe,0,0,"",""
ball,1,1.6,England,AN Cook,IR Bell,LL Tsotsobe,0,0,"",""
ball,1,2.1,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,2.2,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,2.3,England,IR Bell,AN Cook,M Morkel,1,0,"",""
ball,1,2.4,England,AN Cook,IR Bell,M Morkel,1,0,"",""
ball,1,2.5,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,2.6,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,3.1,England,AN Cook,IR Bell,LL Tsotsobe,4,0,"",""
ball,1,3.2,England,AN Cook,IR Bell,LL Tsotsobe,0,0,"",""
ball,1,3.3,England,AN Cook,IR Bell,LL Tsotsobe,3,0,"",""
ball,1,3.4,England,IR Bell,AN Cook,LL Tsotsobe,4,0,"",""
ball,1,3.5,England,IR Bell,AN Cook,LL Tsotsobe,1,0,"",""
ball,1,3.6,England,AN Cook,IR Bell,LL Tsotsobe,0,0,"",""
ball,1,4.1,England,IR Bell,AN Cook,M Morkel,6,0,"",""
ball,1,4.2,England,IR Bell,AN Cook,M Morkel,3,0,"",""
ball,1,4.3,England,AN Cook,IR Bell,M Morkel,1,0,"",""
ball,1,4.4,England,IR Bell,AN Cook,M Morkel,6,0,"",""
ball,1,4.5,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,4.6,England,IR Bell,AN Cook,M Morkel,0,0,"",""
ball,1,5.1,England,AN Cook,IR Bell,LL Tsotsobe,1,0,"",""
ball,1,5.2,England,IR Bell,AN Cook,LL Tsotsobe,4,0,"",""
ball,1,5.3,England,IR Bell,AN Cook,LL Tsotsobe,0,0,"",""
