version,1.3.0
info,team,Australia
info,team,West Indies
info,gender,male
info,season,2009/10
info,date,2010/02/12
info,series,West Indies in Australia ODI Series
info,match_number,3
info,venue,Sydney Cricket Ground
info,city,
info,toss_winner,West Indies
info,toss_decision,field
info,umpire,BF Bowden
info,umpire,BNJ Oxenford
info,reserve_umpire,GA Abood
info,tv_umpire,PR Reiffel
info,match_referee,J Srinath
info,outcome,no result
ball,1,0.1,Australia,TD Paine,AC Voges,R Rampaul,1,0,"",""
ball,1,0.2,Australia,AC Voges,TD Paine,R Rampaul,0,1,"",""
ball,1,0.3,Australia,AC Voges,TD Paine,R Rampaul,0,0,"",""
ball,1,0.4,Australia,AC Voges,TD Paine,R Rampaul,0,0,"",""
ball,1,0.5,Australia,AC Voges,TD Paine,R Rampaul,1,0,"",""
ball,1,0.6,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,0.7,Australia,TD Paine,AC Voges,R Rampaul,1,0,"",""
ball,1,1.1,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,1.2,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,1.3,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,1.4,Australia,TD Paine,AC Voges,DR Smith,0,1,"",""
ball,1,1.5,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,1.6,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,1.7,Australia,TD Paine,AC Voges,DR Smith,4,0,"",""
ball,1,2.1,Australia,AC Voges,TD Paine,R Rampaul,0,0,"",""
ball,1,2.2,Australia,AC Voges,TD Paine,R Rampaul,1,0,"",""
ball,1,2.3,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,2.4,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,2.5,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,2.6,Australia,TD Paine,AC Voges,R Rampaul,4,0,"",""
ball,1,3.1,Australia,AC Voges,TD Paine,DR Smith,0,0,"",""
ball,1,3.2,Australia,AC Voges,TD Paine,DR Smith,1,0,"",""
ball,1,3.3,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,3.4,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,3.5,Australia,TD Paine,AC Voges,DR Smith,1,0,"",""
ball,1,3.6,Australia,AC Voges,TD Paine,DR Smith,0,0,"",""
ball,1,4.1,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,4.2,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,4.3,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,4.4,Australia,TD Paine,AC Voges,R Rampaul,1,0,"",""
ball,1,4.5,Australia,AC Voges,TD Paine,R Rampaul,0,0,"",""
ball,1,4.6,Australia,AC Voges,TD Paine,R Rampaul,4,0,"",""
ball,1,5.1,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,5.2,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,5.3,Australia,TD Paine,AC Voges,DR Smith,0,1,"",""
ball,1,5.4,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,5.5,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,5.6,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,5.7,Australia,TD Paine,AC Voges,DR Smith,0,0,"",""
ball,1,6.1,Australia,AC Voges,TD Paine,R Rampaul,1,0,"",""
ball,1,6.2,Australia,TD Paine,AC Voges,R Rampaul,4,0,"",""
ball,1,6.3,Australia,TD Paine,AC Voges,R Rampaul,0,1,"",""
ball,1,6.4,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,6.5,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,6.6,Australia,TD Paine,AC Voges,R Rampaul,0,0,"",""
ball,1,6.7,Australia,TD Paine,AC Voges,R Rampaul,0,0,bowled,TD Paine
ball,1,7.1,Australia,AC Voges,RT Ponting,DR Smith,0,1,"",""
ball,1,7.2,Australia,AC Voges,RT Ponting,DR Smith,0,0,"",""
